inn,year,region,okved,PL_revenue,PL_net_profit,B_assets,B_total_equity,B_shortterm_liab,age,eligible,filed,outlier,B_current_assets,B_cash_equivalents,PL_cost_of_sales,PL_profit_from_sales,PL_before_tax
4825141708,2022,lipetzk,69.20,952.0,8.0,149.0,18.0,98.0,2.0,1.0,1.0,0.0,149.0,54.0,-933.0,19.0,17.0
0273020790,2022,bashkortostan,85.14,675.0,0.0,0.0,0.0,1909.0,29.0,0.0,1.0,0.0,4065.0,241.0,-675.0,0.0,0.0
7806325455,2022,sankt-petersburg,41.20,24342.0,57.0,17205.0,3982.0,13223.0,17.0,1.0,1.0,0.0,15067.0,58.0,-22514.0,1828.0,75.0
5027312214,2022,moscow reg.,86.23,8629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,-6422.0,263.0,0.0
6732141480,2022,smolensk,78.10,28.0,-206.0,230.0,-4827.0,349.0,5.0,1.0,1.0,0.0,230.0,0.0,-138.0,-110.0,-206.0
7804352686,2022,sankt-petersburg,41.20,1080.0,284.0,882.0,-1424.0,2307.0,16.0,1.0,1.0,0.0,882.0,91.0,-711.0,369.0,349.0
0229010753,2022,bashkortostan,56.30,1971.0,142.0,375.0,375.0,1909.0,16.0,1.0,1.0,0.0,0.0,241.0,-1829.0,142.0,142.0
6451013980,2022,saratov,46.73,22765.0,949.0,2799.0,711.0,2088.0,4.0,1.0,1.0,0.0,2063.0,427.0,-21501.0,1186.0,1186.0
7802880835,2022,sankt-petersburg,43.99.40,119514.0,2020.0,107400.0,11872.0,94788.0,8.0,1.0,1.0,0.0,107400.0,1835.0,-129286.0,-9772.0,2525.0
6164136940,2022,rostov,86.23,16611.0,8935.0,12269.0,10939.0,999.0,0.0,1.0,1.0,0.0,8909.0,3968.0,-7067.0,9544.0,9358.0
1435162023,2022,yakutia,86.23,83163.0,6304.0,37145.0,30055.0,0.0,17.0,1.0,1.0,0.0,5138.0,459.0,-6422.0,8927.0,6304.0
5038018430,2022,moscow reg.,33.13,12194.0,11252.0,68365.0,66769.0,1596.0,28.0,1.0,1.0,0.0,61985.0,3349.0,-3244.0,8950.0,11838.0
9102286299,2022,crimea,41.20,8629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,-6422.0,263.0,0.0
5034034776,2022,moscow reg.,01.41,13066.0,0.0,59329.0,1236.0,58093.0,14.0,1.0,1.0,0.0,59276.0,56.0,-13050.0,16.0,0.0
6109005784,2022,rostov,46.75,1723827.0,57661.0,310570.0,152405.0,157182.0,7.0,1.0,1.0,0.0,261902.0,209.0,-1581430.0,81648.0,72815.0
7743365830,2022,moscow city,71.20,5093.0,122.0,1508.0,257.0,1251.0,1.0,1.0,1.0,0.0,1509.0,731.0,-4892.0,201.0,152.0
7801698862,2022,sankt-petersburg,70.10.20,69000.0,-94380.0,26339.0,-136959.0,92700.0,1.0,1.0,1.0,0.0,24732.0,252.0,-162247.0,-93247.0,-93512.0
2721188338,2022,khabarovsk,81.21,8629.0,0.0,0.0,0.0,1909.0,11.0,1.0,1.0,0.0,0.0,0.0,-6422.0,0.0,0.0
9704101259,2022,moscow city,46.47,4251.0,334.0,347.0,344.0,3.0,1.0,1.0,1.0,0.0,347.0,1.0,-3661.0,590.0,557.0
2306028744,2022,krasnodar,56.10,571.0,8.0,532.0,524.0,8.0,16.0,1.0,1.0,0.0,532.0,24.0,-534.0,37.0,25.0
7627001655,2022,yaroslavl,01.41,32889.0,-3858.0,31939.0,27970.0,3585.0,20.0,1.0,1.0,0.0,13286.0,28.0,-37207.0,-5677.0,-3858.0
7704865638,2022,moscow city,58.11,29866.0,1627.0,30115.0,13497.0,14289.0,8.0,1.0,1.0,0.0,30106.0,1125.0,-27450.0,2416.0,1627.0
4001011210,2022,kaluga,45.31,26274.0,55.0,9453.0,106.0,5903.0,3.0,1.0,1.0,0.0,9453.0,26.0,-21649.0,217.0,69.0
5237001984,2022,nizhni novgorod,46.71.20,73035.0,9075.0,16291.0,16090.0,201.0,26.0,1.0,1.0,0.0,15517.0,5803.0,-55545.0,10930.0,10432.0
7805776085,2022,sankt-petersburg,47.53,245.0,-441.0,657.0,-723.0,15.0,1.0,1.0,1.0,0.0,657.0,24.0,-676.0,-431.0,-434.0
4826100038,2022,lipetzk,43.21,2416.0,295.0,3034.0,2183.0,851.0,9.0,1.0,1.0,0.0,3034.0,54.0,-2076.0,340.0,336.0
7444200413,2022,chelyabinsk,68.32.20,0.0,0.0,1547.0,984.0,1547.0,23.0,1.0,1.0,0.0,1496.0,1496.0,0.0,263.0,0.0
6829012792,2022,tambov,80.10,17755.0,9248.0,12204.0,11458.0,746.0,17.0,1.0,1.0,0.0,9489.0,962.0,-8351.0,9404.0,9780.0
7714624494,2022,moscow city,46.19,15020.0,14119.0,39023.0,39023.0,1909.0,17.0,1.0,1.0,0.0,27809.0,295.0,0.0,15020.0,15020.0
1650006241,2022,tatarstan,68.20,51772.0,-6659.0,278834.0,246449.0,29404.0,23.0,1.0,1.0,0.0,104414.0,10708.0,-13549.0,-14328.0,7906.0
9702005447,2022,moscow city,41.10,8629.0,-1288.0,496.0,456.0,40.0,3.0,1.0,1.0,0.0,196.0,50.0,-895.0,-895.0,-1288.0
5022013387,2022,moscow reg.,68.20.20,42080.0,524.0,48830.0,21419.0,27411.0,22.0,1.0,1.0,0.0,29678.0,14984.0,-46260.0,-4180.0,656.0
6168092130,2022,rostov,43.21,64651.0,263.0,24226.0,344.0,23753.0,5.0,1.0,1.0,0.0,23297.0,1646.0,-58676.0,4317.0,329.0
7107071208,2022,tula,49.40,38488.0,-2558.0,18349.0,12455.0,5194.0,19.0,1.0,1.0,0.0,18287.0,2732.0,0.0,-656.0,-2558.0
7806603423,2022,sankt-petersburg,46.90,3983.0,18.0,725.0,28.0,697.0,0.0,0.0,1.0,0.0,725.0,158.0,-3942.0,41.0,23.0
6501160486,2022,sakhalin,82.99,0.0,-2.0,52.0,-3.0,6.0,17.0,1.0,1.0,0.0,35.0,35.0,0.0,0.0,-2.0
6319221157,2022,samara,41.20,102493.0,600.0,12936.0,3342.0,9594.0,5.0,1.0,1.0,0.0,10925.0,480.0,0.0,1163.0,1015.0
7459001530,2022,chelyabinsk,47.50,8629.0,-2.0,198.0,198.0,0.0,9.0,1.0,1.0,0.0,198.0,4.0,0.0,0.0,-2.0
2723053865,2022,khabarovsk,50.40,56191.0,-24147.0,111908.0,49224.0,49635.0,20.0,1.0,1.0,0.0,26431.0,35.0,-64315.0,-8124.0,-8573.0
6318067858,2022,samara,49.42,2148.0,-144.0,651.0,-134.0,785.0,0.0,1.0,1.0,0.0,651.0,241.0,-2065.0,83.0,-134.0
8604058375,2022,khanty-mansijsk,46.71,274.0,114.0,1364.0,-840.0,2204.0,8.0,1.0,1.0,0.0,1144.0,76.0,-140.0,134.0,127.0
6453169687,2022,saratov,43.31,3166.0,-1.0,2648.0,984.0,134.0,0.0,1.0,1.0,0.0,2648.0,241.0,-3165.0,1.0,-1.0
6207000520,2022,ryazan,95.29,300.0,-195.0,10.0,-14.0,24.0,23.0,1.0,1.0,0.0,10.0,1.0,-298.0,2.0,-195.0
7734438680,2022,moscow city,46.90,9781.0,-376.0,625.0,392.0,233.0,2.0,1.0,1.0,0.0,626.0,30.0,-10164.0,-383.0,-376.0
5506135770,2022,omsk,68.20.20,2449.0,10.0,885.0,37.0,848.0,6.0,1.0,1.0,0.0,245.0,0.0,-1144.0,108.0,39.0
5410026065,2022,novosibirsk,41.20,8629.0,0.0,155.0,148.0,7.0,13.0,1.0,1.0,0.0,155.0,0.0,-6422.0,263.0,0.0
4205255984,2022,kemerovo,46.40,4676.0,294.0,4939.0,1933.0,2385.0,10.0,1.0,1.0,0.0,4939.0,138.0,-4412.0,264.0,327.0
6234077120,2022,ryazan,28.41.20,1396.0,52.0,1818.0,229.0,1589.0,12.0,1.0,1.0,0.0,1818.0,4.0,-458.0,89.0,65.0
5035027235,2022,moscow reg.,23.19.90,32152.0,4432.0,26790.0,21513.0,4491.0,7.0,1.0,1.0,0.0,26047.0,12535.0,-26754.0,5398.0,4755.0
5407468835,2022,novosibirsk,22.23,40071.0,1415.0,2391.0,1425.0,966.0,11.0,1.0,1.0,0.0,2391.0,343.0,-38656.0,1415.0,1415.0
4703143480,2022,leningrad,47.73,209618.0,2311.0,46310.0,5055.0,40969.0,6.0,1.0,1.0,0.0,42502.0,2429.0,-153482.0,-4059.0,4038.0
6311144623,2022,samara,46.66,14463.0,485.0,22519.0,1267.0,21791.0,9.0,1.0,1.0,0.0,22519.0,2596.0,-9760.0,1923.0,610.0
7609038405,2022,yaroslavl,41.20,1836.0,4.0,1091.0,-18.0,1109.0,4.0,1.0,1.0,0.0,990.0,119.0,-1775.0,61.0,5.0
7727390243,2022,moscow city,47.53,5466.0,241.0,358.0,-1204.0,81.0,4.0,1.0,1.0,0.0,358.0,349.0,-5170.0,296.0,296.0
6732074770,2022,smolensk,46.63,25593.0,629.0,15926.0,9491.0,6427.0,8.0,1.0,1.0,0.0,15926.0,162.0,-18529.0,716.0,786.0
1832089242,2022,udmurtia,68.20.20,62879.0,29623.0,265466.0,174121.0,22345.0,11.0,1.0,1.0,0.0,141202.0,127.0,-22564.0,30664.0,34337.0
5405058449,2022,novosibirsk,46.74,10542.0,53.0,7761.0,246.0,7515.0,2.0,1.0,1.0,0.0,7762.0,63.0,-10443.0,99.0,66.0
7731275959,2022,moscow city,68.20,4631.0,2726.0,11952.0,8806.0,1345.0,19.0,1.0,1.0,0.0,10806.0,142.0,-393.0,2905.0,2888.0
6661076480,2022,sverdlovsk,69.10,96.0,4.0,38.0,38.0,1909.0,24.0,1.0,1.0,0.0,38.0,16.0,-91.0,5.0,5.0
6686074734,2022,sverdlovsk,46.49,14232.0,303.0,14190.0,2792.0,11241.0,7.0,1.0,1.0,0.0,13357.0,32.0,-13715.0,517.0,383.0
5260417613,2022,nizhni novgorod,85.23,140.0,128.0,247.0,196.0,51.0,7.0,1.0,1.0,0.0,247.0,225.0,0.0,136.0,136.0
3906411661,2022,kaliningrad,41.20,28.0,-10.0,-10.0,-10.0,1909.0,0.0,1.0,1.0,0.0,-10.0,241.0,-36.0,-8.0,-10.0
8601049693,2022,khanty-mansijsk,58,2209.0,899.0,7523.0,10.0,7516.0,9.0,1.0,1.0,0.0,7523.0,-79.0,-1263.0,946.0,899.0
7801314410,2022,sankt-petersburg,46.46.20,23561.0,-23806.0,12594.0,-4152.0,13527.0,6.0,1.0,1.0,0.0,12594.0,418.0,-48503.0,-24942.0,-23806.0
4253032949,2022,kemerovo,47.59.10,0.0,-19.0,58.0,-4485.0,4543.0,6.0,1.0,1.0,0.0,58.0,0.0,-19.0,-19.0,-19.0
1655252716,2022,tatarstan,52.29,6786.0,634.0,340.0,328.0,12.0,10.0,1.0,1.0,0.0,340.0,324.0,-6011.0,775.0,704.0
7730618956,2022,moscow city,41.20,119474.0,-86918.0,3529723.0,976569.0,171540.0,13.0,1.0,1.0,0.0,2439520.0,358855.0,-57675.0,-95250.0,-108921.0
3726004770,2022,ivanovo,47.19,33368.0,590.0,21794.0,7200.0,14594.0,16.0,1.0,1.0,0.0,21787.0,348.0,-32314.0,1054.0,757.0
5243034681,2022,nizhni novgorod,43.21,6516.0,34.0,446.0,305.0,141.0,8.0,1.0,1.0,0.0,446.0,446.0,-6204.0,312.0,290.0
7807250266,2022,sankt-petersburg,49.41,11768.0,10.0,1173.0,26.0,1146.0,1.0,1.0,1.0,0.0,1062.0,241.0,-11691.0,77.0,21.0
3917044886,2022,kaliningrad,45.31.10,72271.0,7731.0,28497.0,9517.0,18980.0,6.0,1.0,1.0,0.0,28495.0,4468.0,-62057.0,10214.0,9715.0
1901057100,2022,khakasia,46.38.20,332.0,-229.0,101.0,-167.0,268.0,19.0,1.0,1.0,0.0,101.0,41.0,-543.0,-211.0,-217.0
7733382836,2022,moscow city,77.32,4032.0,5.0,974.0,15.0,959.0,0.0,1.0,1.0,0.0,974.0,323.0,-4011.0,21.0,7.0
2308172736,2022,krasnodar,41.20,2771.0,-9.0,3327.0,-10.0,3337.0,12.0,1.0,1.0,0.0,3327.0,241.0,-2780.0,-9.0,-9.0
7811198097,2022,sankt-petersburg,68.20.20,900.0,39.0,22354.0,22006.0,348.0,7.0,1.0,1.0,0.0,10711.0,828.0,-1832.0,-932.0,49.0
2301103980,2022,krasnodar,56.10,0.0,-1.0,10.0,-912.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,0.0,263.0,0.0
7705355012,2022,moscow city,71.12,17384.0,-10832.0,42118.0,41190.0,901.0,22.0,1.0,1.0,0.0,40285.0,27.0,-9107.0,54.0,-10829.0
5024141218,2022,moscow reg.,45.11,2715084.0,79062.0,1606637.0,237335.0,358850.0,9.0,1.0,1.0,0.0,996925.0,1996.0,-2387297.0,172789.0,99585.0
3827047240,2022,irkutsk,43.33,9818.0,654.0,5317.0,3982.0,97.0,7.0,1.0,1.0,0.0,5317.0,256.0,-8974.0,844.0,774.0
9702031581,2022,moscow city,69.10,8629.0,-640.0,320.0,-630.0,1909.0,1.0,1.0,1.0,0.0,320.0,2.0,-637.0,-637.0,-640.0
7724679541,2022,moscow city,46.90,26491.0,1265.0,9702.0,6348.0,3354.0,14.0,1.0,1.0,0.0,9702.0,3667.0,-24448.0,2043.0,1826.0
7705469323,2022,moscow city,79.11,6501.0,875.0,5758.0,3911.0,1847.0,20.0,1.0,1.0,0.0,5527.0,2289.0,-5719.0,782.0,1029.0
4716036206,2022,leningrad,46.71,303211.0,4077.0,170998.0,4107.0,166891.0,10.0,1.0,1.0,0.0,170044.0,8569.0,-292562.0,5096.0,5096.0
7103040625,2022,tula,68.20,1725.0,-15.0,231.0,39.0,192.0,16.0,1.0,1.0,0.0,231.0,50.0,-6422.0,63.0,39.0
1685000258,2022,tatarstan,82.99,6247.0,-3954.0,627.0,-3853.0,4480.0,1.0,1.0,1.0,0.0,594.0,43.0,-9688.0,-3441.0,-3782.0
6234177460,2022,ryazan,45.20,4636.0,4615.0,11817.0,4799.0,6718.0,4.0,1.0,1.0,0.0,11817.0,1094.0,-6422.0,4636.0,4615.0
7727445710,2022,moscow city,64.99.10,8629.0,242398.0,232025.0,230488.0,1537.0,2.0,1.0,1.0,0.0,209283.0,863.0,-6422.0,-51947.0,235521.0
2628056295,2022,stavropol,41.20,8337.0,77.0,2847.0,2494.0,353.0,7.0,1.0,1.0,0.0,2276.0,488.0,-8182.0,155.0,77.0
5040091451,2022,moscow reg.,68.10,0.0,0.0,10.0,10.0,1909.0,13.0,1.0,1.0,0.0,7.0,7.0,-6422.0,0.0,0.0
5030099740,2022,moscow reg.,47.52,4173.0,34.0,418.0,216.0,219.0,1.0,1.0,1.0,0.0,418.0,-77.0,-4096.0,77.0,34.0
7007009044,2022,tomsk,68.20.20,3484.0,71.0,5796.0,4633.0,1163.0,23.0,1.0,1.0,0.0,1286.0,121.0,-1040.0,783.0,104.0
9704089925,2022,moscow city,46.90,19967.0,18.0,6877.0,118.0,6759.0,1.0,1.0,1.0,0.0,6877.0,7.0,-19910.0,57.0,22.0
9723117381,2022,moscow city,86.23,53506.0,21391.0,26148.0,24796.0,1353.0,1.0,1.0,1.0,0.0,19797.0,16848.0,-29011.0,24495.0,23927.0
6317095034,2022,samara,28.29.10,1593.0,16.0,242.0,169.0,73.0,9.0,1.0,1.0,0.0,242.0,4.0,-1548.0,45.0,22.0
2353017676,2022,krasnodar,68.20,2015.0,1416.0,265.0,10.0,255.0,22.0,1.0,0.0,0.0,90.0,90.0,-518.0,1497.0,1416.0
5029090609,2022,moscow reg.,46.69,20598.0,1660.0,7932.0,4460.0,3390.0,16.0,1.0,1.0,0.0,7932.0,1974.0,-18437.0,2161.0,2077.0
7720480650,2022,moscow city,49.41,239862.0,1080.0,111012.0,1581.0,109431.0,3.0,1.0,1.0,0.0,111012.0,16339.0,-238509.0,1353.0,1350.0
4401124579,2022,kostroma,16.23,8629.0,-444.0,71.0,-574.0,645.0,11.0,1.0,1.0,0.0,4065.0,241.0,-6422.0,-444.0,-444.0
7445046845,2022,moscow city,68.20.20,8629.0,-987.0,86042.0,46755.0,39287.0,12.0,1.0,1.0,0.0,69446.0,241.0,-6422.0,263.0,-987.0
9403021313,2022,luhansk,10.73.1,8629.0,0.0,14.0,13.0,1.0,0.0,1.0,0.0,0.0,14.0,14.0,-6422.0,263.0,152.0
5050018771,2022,moscow reg.,68.20.20,3832.0,-751.0,1338.0,-4403.0,187.0,26.0,1.0,1.0,0.0,1338.0,3.0,-4525.0,-693.0,-713.0
7743315885,2022,moscow city,73.11,4330.0,-354.0,2166.0,80.0,2086.0,3.0,1.0,1.0,0.0,2166.0,1.0,-4628.0,-298.0,-310.0
9308015944,2022,donetsk,47.19,8629.0,0.0,38648.0,32525.0,1825.0,6.0,1.0,0.0,0.0,38494.0,1679.0,-6422.0,263.0,152.0
3906292982,2022,kaliningrad,49.41.10,207975.0,43358.0,650909.0,130727.0,487343.0,9.0,1.0,1.0,0.0,610679.0,3475.0,-200331.0,7644.0,55802.0
1650300130,2022,tatarstan,45.31.10,574220.0,56233.0,213659.0,126968.0,86691.0,7.0,1.0,1.0,0.0,212763.0,11936.0,-468214.0,70624.0,70338.0
9709031703,2022,moscow city,68.10,8629.0,-478.0,3886.0,3777.0,109.0,4.0,1.0,1.0,0.0,3775.0,3688.0,-730.0,-730.0,-589.0
1013003441,2022,karelia,08.11,35625.0,665.0,123014.0,18592.0,15006.0,20.0,1.0,1.0,0.0,58721.0,128.0,-45844.0,-10219.0,1070.0
2257005540,2022,altai terr.,36.00.20,280.0,-214.0,740.0,174.0,402.0,10.0,1.0,1.0,0.0,59.0,5.0,-494.0,-214.0,-214.0
7825124610,2022,sankt-petersburg,82.99,8216.0,-7970.0,7078.0,1278.0,5800.0,23.0,1.0,1.0,0.0,6967.0,187.0,-18251.0,-10035.0,-7882.0
7445000456,2022,chelyabinsk,47.11,2185.0,3846.0,621.0,156.0,465.0,24.0,1.0,1.0,0.0,112.0,7.0,-3256.0,-1071.0,3846.0
6168087475,2022,rostov,93.12,10436.0,-372.0,1276.0,36.0,1240.0,6.0,1.0,1.0,0.0,691.0,533.0,-6422.0,-44.0,-44.0
5507231188,2022,omsk,49.31.20,36479.0,-134.0,187.0,-173.0,360.0,10.0,1.0,1.0,0.0,187.0,23.0,-6422.0,227.0,231.0
5019012457,2022,moscow reg.,56.10,2574.0,1901.0,3584.0,2070.0,1514.0,25.0,1.0,1.0,0.0,3584.0,1184.0,-501.0,2073.0,2051.0
2312287842,2022,krasnodar,46.15,363.0,-208.0,147.0,-117.0,166.0,3.0,1.0,1.0,0.0,147.0,2.0,-561.0,-198.0,-208.0
6027057894,2022,pskov,25.10,2487.0,-759.0,18988.0,2355.0,16633.0,22.0,1.0,0.0,0.0,18850.0,958.0,-2961.0,-474.0,-759.0
6658501631,2022,sverdlovsk,41.20,10507.0,1235.0,21888.0,2989.0,15867.0,5.0,1.0,1.0,0.0,21886.0,132.0,-7959.0,2548.0,1409.0
7814019331,2022,sankt-petersburg,68.32.10,8629.0,285.0,5713.0,1645.0,4068.0,34.0,1.0,1.0,0.0,5609.0,2036.0,-6422.0,263.0,294.0
7726720442,2022,moscow reg.,69,9577.0,366.0,5584.0,5119.0,466.0,9.0,1.0,1.0,0.0,5555.0,234.0,-8650.0,927.0,652.0
1102081018,2022,komi,02.20,30034.0,1966.0,23064.0,21595.0,1470.0,4.0,1.0,1.0,0.0,20029.0,515.0,-28372.0,1662.0,2444.0
5903015423,2022,perm,52.21.24,871.0,75.0,69.0,984.0,59.0,24.0,1.0,1.0,0.0,69.0,69.0,-783.0,88.0,88.0
7811163930,2022,sankt-petersburg,73.20,9062.0,271.0,1339.0,985.0,354.0,7.0,1.0,1.0,0.0,1339.0,545.0,-8688.0,374.0,361.0
0561058535,2022,dagestan,80.10,2869.0,358.0,3450.0,2430.0,629.0,14.0,1.0,1.0,0.0,3450.0,293.0,-2135.0,441.0,387.0
2501010821,2022,primorsky terr.,68.20.20,5967.0,136.0,2266.0,1436.0,831.0,19.0,1.0,1.0,0.0,843.0,124.0,-5561.0,406.0,338.0
9728001260,2022,moscow city,41.20,28393.0,376.0,11096.0,967.0,10130.0,2.0,1.0,1.0,0.0,10976.0,859.0,-27904.0,489.0,453.0
3812536986,2022,irkutsk,69.10,8629.0,0.0,9.0,9.0,1909.0,1.0,1.0,1.0,0.0,9.0,0.0,-6422.0,263.0,0.0
5445030513,2022,novosibirsk,46.69,1753.0,2.0,1965.0,1018.0,947.0,3.0,1.0,1.0,0.0,1965.0,159.0,-1717.0,36.0,15.0
7448047124,2022,chelyabinsk,68.20.20,8629.0,0.0,14.0,-28.0,42.0,8.0,1.0,1.0,0.0,14.0,5.0,-6422.0,0.0,0.0
7736640468,2022,moscow city,74.20,0.0,-12.0,49.0,44.0,5.0,10.0,1.0,1.0,0.0,12.0,0.0,0.0,263.0,-12.0
0278192915,2022,bashkortostan,45.31,75949.0,678.0,24230.0,696.0,23534.0,10.0,1.0,1.0,0.0,24230.0,1312.0,-73013.0,2936.0,855.0
5024212927,2022,moscow reg.,93.29,8629.0,0.0,10000.0,10000.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-6422.0,263.0,0.0
5029043768,2022,moscow reg.,68.20.20,27428.0,77.0,20289.0,16695.0,3593.0,24.0,1.0,1.0,0.0,5497.0,2608.0,-26532.0,896.0,931.0
7222017914,2022,tyumen,58.13,3522.0,0.0,679.0,285.0,394.0,18.0,1.0,1.0,0.0,437.0,328.0,-7334.0,-3812.0,-4083.0
7610128460,2022,yaroslavl,62.01,48293.0,16481.0,17935.0,8823.0,7120.0,4.0,1.0,1.0,0.0,12331.0,553.0,-27339.0,20954.0,18522.0
7715810430,2022,moscow city,27.10,840.0,-63.0,390.0,280.0,110.0,12.0,1.0,1.0,0.0,390.0,124.0,-888.0,-48.0,-63.0
6731057532,2022,smolensk,46.30,8629.0,-128.0,0.0,-1158.0,1158.0,16.0,1.0,1.0,0.0,0.0,0.0,-6422.0,-106.0,-128.0
1513050337,2022,north ossetia,77.32,85996.0,2304.0,42577.0,28079.0,14498.0,8.0,1.0,1.0,0.0,23867.0,6533.0,-82054.0,3942.0,2880.0
7405013152,2022,chelyabinsk,46.90,100130.0,4795.0,12024.0,11646.0,377.0,11.0,1.0,1.0,0.0,4498.0,157.0,-93743.0,6387.0,6281.0
9403011851,2022,luhansk,68.20,8629.0,0.0,960.0,915.0,45.0,7.0,1.0,0.0,0.0,330.0,327.0,-6422.0,263.0,152.0
7448203895,2022,chelyabinsk,68.20,33019.0,871.0,88329.0,411.0,51306.0,5.0,1.0,1.0,0.0,44459.0,193.0,-19661.0,3775.0,1039.0
6671019716,2022,sverdlovsk,45.30,37893.0,11726.0,36933.0,18376.0,17752.0,7.0,1.0,1.0,0.0,36488.0,1296.0,-25848.0,12045.0,12092.0
7725440900,2022,moscow city,62.01,0.0,-9598.0,2549.0,971.0,1578.0,4.0,1.0,1.0,0.0,2365.0,164.0,-9328.0,-9328.0,-9598.0
7453257783,2022,chelyabinsk,46.72.21,12284.0,85.0,7107.0,1175.0,5932.0,9.0,1.0,1.0,0.0,7107.0,1333.0,-10982.0,1302.0,103.0
7806470854,2022,sankt-petersburg,20.16,329545.0,90574.0,130752.0,92699.0,36320.0,10.0,1.0,1.0,0.0,116044.0,1569.0,-215123.0,114422.0,113070.0
6319036940,2022,samara,80.10,21968.0,1935.0,2135.0,1915.0,220.0,27.0,1.0,1.0,0.0,2062.0,403.0,-19453.0,2515.0,2144.0
2923006238,2022,arkhangelsk,01.10,0.0,0.0,93.0,91.0,2.0,12.0,1.0,1.0,0.0,93.0,0.0,0.0,0.0,0.0
6162068444,2022,rostov,28.30.80,20481.0,-147.0,46896.0,36455.0,10441.0,7.0,1.0,1.0,0.0,46440.0,4278.0,-18353.0,2128.0,186.0
2311058134,2022,krasnodar,46.90,375779.0,1213.0,253676.0,59913.0,193595.0,22.0,1.0,1.0,0.0,246093.0,6106.0,-265355.0,10577.0,2524.0
2005263568,2022,chechnya,01.50,23.0,23.0,24.0,23.0,1.0,21.0,1.0,1.0,0.0,24.0,241.0,0.0,23.0,23.0
3702200246,2022,ivanovo,63.11.10,21237.0,-4210.0,2793.0,2421.0,135.0,4.0,1.0,1.0,0.0,2510.0,235.0,-25137.0,-3900.0,-3905.0
7725093781,2022,moscow city,63.99.12,8629.0,-272.0,31873.0,30893.0,980.0,24.0,1.0,1.0,0.0,31873.0,9492.0,-254.0,-254.0,-272.0
9701083058,2022,moscow city,81.22,3543.0,52.0,543.0,502.0,41.0,5.0,1.0,1.0,0.0,543.0,123.0,-3337.0,206.0,164.0
5611085222,2022,orenburg,47.19,10072.0,-114.0,5129.0,-553.0,5682.0,3.0,1.0,1.0,0.0,5129.0,117.0,-9444.0,628.0,-76.0
4001010136,2022,kaluga,63.11.10,2476.0,-400.0,315.0,-301.0,617.0,5.0,1.0,1.0,0.0,315.0,40.0,-2772.0,-296.0,-306.0
2635093241,2022,stavropol,43.12,9181.0,1350.0,14707.0,-2429.0,7136.0,16.0,1.0,1.0,0.0,1609.0,1337.0,-7211.0,1970.0,1934.0
2335011880,2022,krasnodar,85.21,0.0,0.0,9.0,-1.0,10.0,24.0,1.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0
1650336546,2022,tatarstan,43.33,42019.0,2017.0,22986.0,6093.0,16893.0,6.0,1.0,1.0,0.0,21711.0,256.0,-39537.0,2482.0,2443.0
2801221943,2022,amur,47.11,16347.0,-96.0,925.0,420.0,504.0,6.0,1.0,1.0,0.0,925.0,319.0,-15862.0,485.0,178.0
1628010250,2022,tatarstan,46.38,289896.0,562.0,24925.0,3921.0,20227.0,7.0,1.0,1.0,0.0,23341.0,820.0,-284932.0,4964.0,702.0
7723757243,2022,moscow city,81.22,149322.0,1578.0,41408.0,21764.0,7879.0,12.0,1.0,1.0,0.0,33121.0,2742.0,-156080.0,-6758.0,3206.0
2301098730,2022,krasnodar,55.90,10995.0,-624.0,29314.0,-1441.0,5405.0,3.0,1.0,1.0,0.0,18484.0,899.0,-6075.0,3904.0,-514.0
7730261343,2022,moscow city,41.20,1285687.0,147642.0,730803.0,150832.0,547067.0,2.0,1.0,1.0,0.0,726644.0,35502.0,-1097769.0,177182.0,178380.0
1657224792,2022,tatarstan,46.32,26090.0,49.0,19903.0,4926.0,14977.0,6.0,1.0,1.0,0.0,19815.0,1300.0,-25811.0,279.0,311.0
4823007143,2022,lipetzk,52.21.24,0.0,101.5,10.0,984.0,10.0,32.0,1.0,1.0,0.0,10.0,1.0,0.0,263.0,152.0
1660183063,2022,tatarstan,42.11,104755.0,9495.0,166680.0,165497.0,1183.0,9.0,1.0,1.0,0.0,143975.0,20774.0,-79684.0,18088.0,13232.0
7719590143,2022,moscow city,86.21,2636.0,247.0,252.0,247.0,5.0,16.0,1.0,1.0,0.0,252.0,36.0,-2327.0,309.0,247.0
6168093422,2022,rostov,46.34.10,179809.0,1217.0,87506.0,7141.0,80365.0,5.0,1.0,1.0,0.0,87506.0,364.0,-130256.0,4923.0,1521.0
5262321755,2022,nizhni novgorod,80.10,7972.0,7453.0,24798.0,24685.0,112.0,7.0,1.0,1.0,0.0,24798.0,50.0,-175.0,7797.0,7694.0
5404307389,2022,novosibirsk,47.71.50,52662.0,30085.0,109262.0,108194.0,1068.0,15.0,1.0,1.0,0.0,109214.0,3873.0,-21072.0,31590.0,32005.0
7017281433,2022,tomsk,43.39,94.0,83.0,2907.0,-21.0,2768.0,11.0,1.0,1.0,0.0,2908.0,64.0,-1.0,93.0,89.0
