inn,year,region,okved,PL_revenue,PL_net_profit,B_assets,B_total_equity,B_shortterm_liab,CF_balance_operating,age,eligible,filed,outlier,B_cash_equivalents,B_longterm_debt,PL_cost_of_sales,PL_profit_from_sales,PL_before_tax,CF_balance
3811151768,2023,irkutsk,52.29,529116.0,80076.0,897251.0,102248.0,233736.0,,7.0,1.0,1.0,0.0,1.0,,-446564.0,82552.0,82678.0,
7714679574,2023,moscow city,71.12.53,1162.0,-6419.0,8459.0,7715.0,162.0,,16.0,1.0,1.0,0.0,43.0,,-4737.0,-3575.0,-174.0,
7810719460,2023,sankt-petersburg,46.18.99,,,,,,,5.0,1.0,0.0,0.0,,,,,,
7805444234,2023,sankt-petersburg,68.32,138946.0,2858.0,29798.0,27541.0,2257.0,,16.0,1.0,1.0,0.0,1434.0,,-135752.0,3194.0,4254.0,
7814801309,2023,sankt-petersburg,78.10,,,,,,,2.0,1.0,0.0,0.0,,,,,,
5507295174,2023,omsk,42.21,7121.0,-16.0,2216.0,-7.0,2223.0,,0.0,1.0,1.0,0.0,136.0,,-7101.0,20.0,-15.0,
7604199800,2023,yaroslavl,46.73.60,8467.0,25.0,593.0,356.0,237.0,,12.0,1.0,1.0,0.0,108.0,,-8425.0,42.0,31.0,
5027190333,2023,moscow reg.,79.12,0.0,0.0,1857.0,-2947.0,1522.0,,11.0,1.0,1.0,0.0,8.0,2979.0,0.0,,0.0,
7842194374,2023,moscow city,82.11,228124.0,8818.0,188889.0,9867.0,179022.0,,2.0,1.0,1.0,0.0,1942.0,,-203625.0,11532.0,11022.0,
3909002145,2023,kaliningrad,77.12,19.0,19.0,38.0,29.0,9.0,,2.0,1.0,1.0,0.0,8.0,0.0,0.0,19.0,19.0,
7727795874,2023,moscow city,43.12,0.0,0.0,651.0,651.0,0.0,,10.0,1.0,1.0,0.0,28.0,,0.0,,0.0,
7729300580,2023,moscow city,68.32.10,,,139.0,-59.0,199.0,,28.0,1.0,1.0,0.0,51.0,,,,,
7727388131,2023,moscow city,72.19.30,,,,,,,5.0,1.0,0.0,0.0,,,,,,
9721106112,2023,moscow city,62.02,,,,,,,3.0,1.0,0.0,0.0,,,,,,
3443149051,2023,volgograd,82.99,0.0,-6233.0,1803.0,-8206.0,7373.0,,1.0,1.0,1.0,0.0,37.0,2636.0,-5335.0,-5335.0,-6233.0,
2543179393,2023,primorsky terr.,72.19,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
6027166276,2023,pskov,49.41.10,1595.0,22.0,4587.0,525.0,161.0,,8.0,1.0,1.0,0.0,2.0,3901.0,-1493.0,102.0,28.0,
4400015601,2023,kostroma,81.21,160.0,-9.0,25.0,-8.0,2.0,,0.0,1.0,1.0,0.0,7.0,31.0,-150.0,10.0,-7.0,
7713482952,2023,moscow city,41.20,67531.0,1459.0,74300.0,1460.0,72305.0,,2.0,1.0,1.0,0.0,2045.0,535.0,-65892.0,1639.0,1824.0,
6167070172,2023,rostov,69.10,1200.0,863.0,8069.0,6708.0,1362.0,,20.0,1.0,1.0,0.0,19.0,,0.0,1200.0,1163.0,
7203546831,2023,tyumen,47.11,,-337.0,1257.0,-327.0,1584.0,,1.0,1.0,1.0,0.0,46.0,,-160.0,-160.0,-233.0,
9725084011,2023,moscow city,72.19,3029.0,333.0,1090.0,923.0,167.0,,1.0,1.0,1.0,0.0,37.0,,-2610.0,419.0,416.0,
7203254589,2023,tyumen,42.11,,,481.0,56.0,425.0,,13.0,1.0,1.0,0.0,0.0,,,,,
5038165748,2023,moscow reg.,41.20,,,,,,,1.0,1.0,0.0,0.0,,,,,,
9717111328,2023,moscow city,20.41.30,427.0,-546.0,736.0,-830.0,15.0,,1.0,1.0,1.0,0.0,11.0,1552.0,-912.0,-485.0,-521.0,
2345011247,2023,krasnodar,86.21,4520.0,22.0,1060.0,938.0,122.0,,16.0,1.0,1.0,0.0,25.0,,-4412.0,108.0,87.0,
0545019183,2023,dagestan,41.20,,-2667.0,448461.0,-2657.0,89717.0,,17.0,1.0,1.0,0.0,45.0,,-1631.0,-2667.0,-2667.0,
3524016437,2023,vologda,68.32,,,0.0,0.0,,,6.0,1.0,1.0,0.0,0.0,,,,,
6377017190,2023,samara,68.32.10,90660.0,8850.0,35149.0,8870.0,26279.0,14563.0,1.0,1.0,1.0,0.0,14583.0,,-69832.0,10452.0,9583.0,14583.0
2543066424,2023,primorsky terr.,46.38,45591.0,217.0,21228.0,3020.0,12910.0,,8.0,1.0,1.0,0.0,101.0,5298.0,-43238.0,1325.0,299.0,
7448224060,2023,chelyabinsk,71.20,,,10.0,10.0,,,3.0,1.0,1.0,0.0,10.0,,,,,
5406290388,2023,novosibirsk,47.51.10,32.0,-130.0,8.0,3.0,5.0,,19.0,1.0,1.0,0.0,,,-32.0,0.0,-127.0,
7820310637,2023,sankt-petersburg,41.20,81191.0,104.0,19331.0,1689.0,15929.0,,16.0,1.0,1.0,0.0,260.0,,-83344.0,-9777.0,174.0,
7708410350,2023,moscow city,46.52,18371.0,8.0,90325.0,58.0,90267.0,,1.0,1.0,1.0,0.0,,,-18359.0,12.0,10.0,
8602219443,2023,khanty-mansijsk,46.73.30,45793.0,6289.0,20967.0,13646.0,7321.0,,9.0,1.0,1.0,0.0,9227.0,,-37704.0,8089.0,7893.0,
2306008226,2023,krasnodar,94.99,,,0.0,0.0,,,29.0,1.0,1.0,0.0,,,,,,0.0
5262384360,2023,nizhni novgorod,43.31,,,,,,,1.0,1.0,0.0,0.0,,,,,,
0105079336,2023,adygeya,69.10,0.0,0.0,10.0,10.0,0.0,,6.0,1.0,1.0,0.0,10.0,0.0,0.0,,0.0,
7816587876,2023,sankt-petersburg,75,,0.0,21.0,-2111.0,332.0,,9.0,1.0,1.0,0.0,0.0,1800.0,0.0,0.0,0.0,
7711084650,2023,moscow city,49.41,8319.0,309.0,4014.0,3659.0,355.0,,24.0,1.0,1.0,0.0,7.0,,-7880.0,439.0,389.0,
7709719831,2023,moscow city,82.99,,,10000.0,10000.0,,,17.0,1.0,1.0,0.0,5000.0,,,,,
5101701682,2023,murmansk,94.99,,591.0,740.0,606.0,134.0,,15.0,1.0,1.0,0.0,594.0,,,,594.0,0.0
7329018653,2023,ulyanovsk,46.43.10,58914.0,3273.0,38515.0,22100.0,3979.0,,8.0,1.0,1.0,0.0,2290.0,12116.0,-56011.0,2903.0,4128.0,
5403080985,2023,novosibirsk,43.29,0.0,2.0,14.0,12.0,1.0,,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,3.0,
7817063635,2023,sankt-petersburg,46.69,1505.0,-24.0,2831.0,332.0,1926.0,,7.0,1.0,1.0,0.0,15.0,573.0,-932.0,11.0,11.0,
6227007604,2023,ryazan,56.10,,,,,,,24.0,1.0,0.0,0.0,,,,,,
7720564067,2023,moscow city,47.54,12140.0,0.0,8336.0,194.0,8141.0,,17.0,1.0,1.0,0.0,15.0,,-12113.0,27.0,0.0,
6234060197,2023,ryazan,46.40,,,0.0,0.0,,,15.0,1.0,1.0,0.0,,,,,,
5009122933,2023,moscow reg.,47.99.20,12311.0,140.0,3941.0,2724.0,1217.0,,3.0,1.0,1.0,0.0,937.0,0.0,-11746.0,565.0,261.0,
1101009795,2023,komi,55.10,4511.0,990.0,9596.0,9079.0,517.0,,8.0,1.0,1.0,0.0,8147.0,,-3119.0,1392.0,1055.0,
5507276140,2023,omsk,47.11,,,,,,,3.0,1.0,0.0,0.0,,,,,,
2370980220,2023,krasnodar,88.10,,-13.0,0.0,0.0,,,10.0,1.0,1.0,0.0,0.0,,,,-13.0,
6321431024,2023,samara,47.52,,,,,,,6.0,1.0,0.0,0.0,,,,,,
6319260727,2023,samara,87.30,6795.0,-5752.0,3786.0,-5742.0,9528.0,,0.0,1.0,1.0,0.0,-1543.0,,-12402.0,-5607.0,-5646.0,
7702215803,2023,moscow city,86.23,6033.0,146.0,4846.0,1562.0,3281.0,,25.0,1.0,1.0,0.0,437.0,3.0,-5540.0,493.0,327.0,
9103088740,2023,crimea,46.73,,,,,,,5.0,1.0,0.0,0.0,,,,,,
3827040622,2023,irkutsk,46.90,328.0,-287.0,4901.0,2295.0,2606.0,,11.0,1.0,1.0,0.0,36.0,,-253.0,-259.0,-276.0,
1660092641,2023,tatarstan,68.20.20,39452.0,36979.0,192428.0,191295.0,1133.0,,17.0,1.0,1.0,0.0,328.0,,,33605.0,39819.0,
7816366595,2023,sankt-petersburg,46.49,,,,,,,18.0,1.0,0.0,0.0,,,,,,
7728636700,2023,moscow city,62.02,40031.0,30898.0,30857.0,17059.0,13799.0,,16.0,1.0,1.0,0.0,12780.0,,-9326.0,30705.0,32081.0,
5404032159,2023,novosibirsk,47.21,,,,,,,7.0,1.0,0.0,0.0,,,,,,
2464160142,2023,krasnoyarsk,62.01,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7825063212,2023,sankt-petersburg,95.23,1132.0,32.0,214.0,10.0,204.0,,22.0,1.0,1.0,0.0,3.0,,-1100.0,32.0,32.0,0.0
7805415850,2023,sankt-petersburg,46.38.25,277680.0,5584.0,79742.0,21806.0,57936.0,,17.0,1.0,1.0,0.0,494.0,,-269555.0,8125.0,6938.0,
6330043148,2023,samara,41.20,18025.0,86.0,1361.0,537.0,824.0,,13.0,1.0,1.0,0.0,1274.0,,-17681.0,344.0,108.0,
5903129861,2023,perm,46.75,1683.0,-168.0,633.0,569.0,64.0,,6.0,1.0,1.0,0.0,74.0,,-1849.0,-166.0,-168.0,
6230101519,2023,ryazan,73.11,4782.0,126.0,168.0,136.0,32.0,,6.0,1.0,1.0,0.0,168.0,,,413.0,413.0,
2208998543,2023,altai terr.,94.99,,,,,,,9.0,1.0,0.0,0.0,,,,,,
1831110886,2023,udmurtia,32.50,339454.0,18715.0,149364.0,78415.0,55009.0,,17.0,1.0,1.0,0.0,8190.0,15940.0,-312097.0,27357.0,23931.0,
8911015119,2023,yamal-nenets ao,10.20,,,,,,,5.0,1.0,0.0,0.0,,,,,,
6168069765,2023,rostov,86.23,2510.0,298.0,2004.0,1905.0,99.0,,10.0,1.0,1.0,0.0,15.0,,-2115.0,395.0,373.0,
4706069474,2023,leningrad,64.99.20,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
7703413445,2023,moscow city,41.20,,,0.0,-2892.0,2892.0,,7.0,1.0,1.0,0.0,0.0,0.0,,,,
1103013525,2023,komi,94.99,607.0,0.0,2315.0,10.0,0.0,,8.0,1.0,1.0,0.0,5.0,2305.0,,0.0,0.0,
3528320420,2023,vologda,70.22,,,,,,,3.0,1.0,0.0,0.0,,,,,,
2302030742,2023,krasnodar,68.20.20,21275.0,-2579.0,50496.0,49252.0,1248.0,24790.0,27.0,1.0,1.0,0.0,2765.0,-4.0,-18983.0,2292.0,-2006.0,24979.0
5031128810,2023,moscow reg.,46.72,,,33.0,-51.0,10.0,,5.0,1.0,1.0,0.0,,74.0,,,,
1683005317,2023,tatarstan,42.21,46798.0,418.0,111357.0,418.0,95922.0,,1.0,1.0,1.0,0.0,337.0,,-46257.0,541.0,523.0,
7806609827,2023,sankt-petersburg,46.90,49369.0,309.0,17284.0,409.0,16875.0,,0.0,1.0,1.0,0.0,872.0,,-48962.0,407.0,386.0,
9703146730,2023,moscow city,46.72,,,,,,,0.0,1.0,0.0,0.0,,,,,,
3906358464,2023,tyumen,47.52.50,,,,,,,6.0,1.0,0.0,0.0,,,,,,
2461212160,2023,krasnoyarsk,46.43.10,,,,,,,12.0,1.0,0.0,0.0,,,,,,
5752032946,2023,oryol,69,3923.0,173.0,11678.0,11376.0,302.0,,20.0,1.0,1.0,0.0,11.0,,-2923.0,342.0,287.0,0.0
9718095407,2023,moscow city,46.39,,,,,,,5.0,1.0,0.0,0.0,,,,,,
0259013007,2023,bashkortostan,47.29.11,,,,,,,9.0,1.0,0.0,0.0,,,,,,
7202247476,2023,tyumen,68.32,5818.0,4614.0,13786.0,13765.0,21.0,,10.0,1.0,1.0,0.0,7441.0,,-1066.0,4752.0,4747.0,
2723176680,2023,khabarovsk,69.10,11.0,4.0,21.0,10.0,,,9.0,1.0,1.0,0.0,21.0,11.0,-7.0,4.0,4.0,
9715001961,2023,moscow city,64.99,117582.0,109001.0,234369.0,222426.0,11943.0,-134.0,9.0,1.0,1.0,0.0,4549.0,,,100843.0,109549.0,-13435.0
5431074285,2023,novosibirsk,43.12,6400.0,0.0,19.0,-386.0,106.0,,4.0,1.0,1.0,0.0,1.0,299.0,-6016.0,384.0,384.0,
7820327824,2023,sankt-petersburg,10.13.40,11510.0,36.0,11275.0,-61.0,5171.0,,11.0,1.0,1.0,0.0,0.0,6165.0,-5791.0,654.0,40.0,
3459062448,2023,volgograd,41.20,,,,,,,8.0,1.0,0.0,0.0,,,,,,
2540255110,2023,primorsky terr.,03.11,,,,,,,3.0,1.0,0.0,0.0,,,,,,
5043081807,2023,moscow reg.,46.74,101378.0,83.0,872.0,133.0,739.0,,0.0,1.0,1.0,0.0,72.0,,-74966.0,173.0,104.0,
5257136235,2023,nizhni novgorod,30.10,25298.0,613.0,31218.0,5455.0,25763.0,,10.0,1.0,1.0,0.0,6882.0,,-24395.0,903.0,767.0,
0104014015,2023,adygeya,23.60,2271536.0,330110.0,1845230.0,1300727.0,537112.0,836383.0,11.0,1.0,1.0,0.0,298.0,0.0,-1203586.0,427938.0,414452.0,49.0
3305711614,2023,vladimir,14.19,,,,,,,12.0,1.0,0.0,0.0,,,,,,
7813424288,2023,sankt-petersburg,55.10,0.0,0.0,0.0,0.0,0.0,,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9703102771,2023,moscow city,26.20,64.0,-124.0,36.0,-115.0,151.0,,1.0,1.0,1.0,0.0,0.0,,-182.0,-118.0,-118.0,
4217170319,2023,kemerovo,25.11,,,,,,,8.0,1.0,0.0,0.0,,,,,,
4205396223,2023,kemerovo,25.11,,,10.0,10.0,,,2.0,1.0,1.0,0.0,,,,,,
7204180347,2023,tyumen,31,,,,,,,11.0,1.0,0.0,0.0,,,,,,
4631011756,2023,kursk,10.20,,,,,,,24.0,1.0,0.0,0.0,,,,,,
2501020033,2023,primorsky terr.,94.99,,,0.0,,,,3.0,1.0,1.0,0.0,,,,,,
5406828235,2023,novosibirsk,47.19,1847.0,395.0,683.0,395.0,288.0,0.0,1.0,1.0,1.0,0.0,9.0,,-1386.0,461.0,409.0,0.0
7842213718,2023,sankt-petersburg,81.22,,,,,,,0.0,1.0,0.0,0.0,,,,,,
4246018220,2023,kemerovo,43.30,22340.0,4112.0,28136.0,7656.0,2038.0,,10.0,1.0,1.0,0.0,4773.0,0.0,-17332.0,5008.0,4819.0,
6025023610,2023,pskov,46.60,14700.0,17.0,3131.0,220.0,1346.0,,19.0,1.0,1.0,0.0,16.0,1565.0,-14196.0,504.0,198.0,
2521015659,2023,primorsky terr.,29.20,,,10.0,10.0,,,6.0,1.0,1.0,0.0,10.0,,,,,
7814718072,2023,sankt-petersburg,46.12.10,9219.0,212.0,19655.0,592.0,19063.0,,5.0,1.0,1.0,0.0,80.0,,-8922.0,297.0,265.0,
0275931170,2023,bashkortostan,58.29,27.0,-2192.0,2393.0,2338.0,55.0,,0.0,1.0,1.0,0.0,111.0,0.0,-2210.0,-2183.0,-2191.0,
7707479246,2023,moscow city,46.76.40,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
6168053613,2023,rostov,45.31.10,63439.0,845.0,57450.0,25530.0,31920.0,,20.0,1.0,1.0,0.0,393.0,,-49525.0,1217.0,1056.0,0.0
0274034185,2023,bashkortostan,94.99,,,4.0,158.0,,,23.0,1.0,1.0,0.0,4.0,,,,,
5404472745,2023,novosibirsk,82.11,,,10.0,10.0,,,11.0,1.0,1.0,0.0,10.0,,,,,
3444275919,2023,volgograd,62.01,124.0,-471.0,5554.0,-702.0,6256.0,,2.0,1.0,1.0,0.0,20.0,,,124.0,-464.0,
5029140850,2023,moscow reg.,79.11,,,0.0,,,,13.0,1.0,1.0,0.0,,,,,,
1831133114,2023,udmurtia,85.42,,,1359.0,,172.0,,14.0,1.0,1.0,0.0,46.0,0.0,,,,
6658105589,2023,sverdlovsk,68.20,13733.0,6799.0,28921.0,27558.0,1362.0,,24.0,1.0,1.0,0.0,1781.0,,-8182.0,5551.0,7601.0,
1652026042,2023,tatarstan,96.02,10591.0,982.0,10.0,10.0,0.0,,4.0,1.0,1.0,0.0,0.0,,-9500.0,1091.0,1091.0,
7602033373,2023,yaroslavl,45.10,614499.0,1467.0,275034.0,215704.0,58337.0,-15878.0,22.0,1.0,1.0,0.0,4326.0,0.0,-535615.0,5937.0,3296.0,1984.0
9721080471,2023,moscow city,77.11,0.0,-7.0,292.0,277.0,15.0,,4.0,1.0,1.0,0.0,106.0,,0.0,,-2.0,
4101028842,2023,kamchatka,52.22.10,13564.0,2008.0,1819.0,1601.0,218.0,13564.0,28.0,1.0,1.0,0.0,1521.0,0.0,-11333.0,2231.0,2231.0,13564.0
7021055814,2023,tomsk,49.30,721462.0,7406.0,159512.0,431.0,134794.0,7702.0,25.0,1.0,1.0,0.0,369.0,,-637109.0,17372.0,11312.0,178.0
6824000112,2023,tambov,13.92,,,10.0,10.0,,,19.0,1.0,1.0,0.0,10.0,,,,,0.0
2724223615,2023,khabarovsk,45.19,,,,,,,6.0,1.0,0.0,0.0,,,,,,
6314036841,2023,samara,68.20,,-121278.0,79373.0,64967.0,14406.0,-1564.0,11.0,1.0,1.0,0.0,29.0,,,-18.0,-121278.0,-4.0
2902052610,2023,arkhangelsk,47.11.20,792.0,-60.0,9289.0,9234.0,55.0,419.0,17.0,1.0,1.0,0.0,34.0,,,272.0,-60.0,34.0
5003031180,2023,moscow city,68.32,,,977.0,,10.0,,18.0,1.0,1.0,0.0,39.0,0.0,,,,
6710004120,2023,smolensk,10.71,,0.0,1581.0,-1630.0,3211.0,,18.0,1.0,1.0,0.0,3.0,,,,0.0,
9715323285,2023,moscow city,46.90,,,,,,,5.0,1.0,0.0,0.0,,,,,,
2907013950,2023,arkhangelsk,68.10,,105.0,15412.0,14395.0,1016.0,,13.0,1.0,1.0,0.0,91.0,,-116.0,-116.0,197.0,
7814552532,2023,sankt-petersburg,43.21,,,0.0,0.0,,,11.0,1.0,1.0,0.0,,,,,,
7447190925,2023,chelyabinsk,53.10,88.0,10.0,983.0,34.0,949.0,,12.0,1.0,1.0,0.0,,,-65.0,23.0,12.0,
4025001099,2023,kaluga,68.32.20,,,,,,,30.0,1.0,0.0,0.0,,,,,,
3702176071,2023,ivanovo,35.12.10,,,,,,,6.0,1.0,0.0,0.0,,,,,,
7203303839,2023,tyumen,68.20,177414.0,67637.0,199834.0,1408.0,168276.0,,9.0,1.0,1.0,0.0,53743.0,30150.0,-102303.0,75111.0,71287.0,
9707006331,2023,moscow city,70.22,,,15.0,15.0,,,0.0,1.0,1.0,0.0,,,,,,
7610105913,2023,yaroslavl,35.30.14,5837.0,-786.0,2362.0,-1186.0,1135.0,,9.0,1.0,1.0,0.0,0.0,2413.0,-6149.0,-312.0,-730.0,
6670306958,2023,sverdlovsk,41.20,,0.0,1336.0,-96.0,486.0,,13.0,1.0,1.0,0.0,,947.0,,0.0,0.0,0.0
5903112032,2023,perm,46.45,223885.0,-5417.0,32853.0,5241.0,27612.0,,9.0,1.0,1.0,0.0,356.0,,-218341.0,-3012.0,-5417.0,
9729067881,2023,moscow city,46.90,70832.0,14.0,18530.0,2820.0,15710.0,,6.0,1.0,1.0,0.0,,,-70814.0,18.0,18.0,
2310215923,2023,krasnodar,71.12.13,1418.0,-105.0,4763.0,4697.0,63.0,,4.0,1.0,1.0,0.0,430.0,2.0,-1414.0,4.0,-34.0,
7017426551,2023,tomsk,46.71,,,,,,,6.0,1.0,0.0,0.0,,,,,,
7452146777,2023,chelyabinsk,46.90,,-1.0,52.0,22.0,30.0,-1.0,5.0,1.0,1.0,0.0,52.0,,,0.0,-1.0,-1.0
5018200472,2023,moscow reg.,79.11,,,,,,,4.0,1.0,0.0,0.0,,,,,,
6686074639,2023,sverdlovsk,47.90,32588.0,1154.0,60201.0,17664.0,40446.0,,8.0,1.0,1.0,0.0,4.0,2091.0,-31804.0,784.0,1443.0,
7448197874,2023,chelyabinsk,47.76.20,,,0.0,,,,7.0,1.0,1.0,0.0,,,,,,
4027139896,2023,kaluga,45.31,499791.0,8863.0,21555.0,7613.0,13942.0,,4.0,1.0,1.0,0.0,2066.0,0.0,-488672.0,11119.0,11078.0,
5262279207,2023,nizhni novgorod,42.21,,,183.0,19.0,164.0,,11.0,1.0,1.0,0.0,4.0,,,,,
7743055179,2023,moscow city,,,,,,,,21.0,1.0,0.0,0.0,,,,,,
6311116111,2023,samara,45.11.10,,,,,,,14.0,1.0,0.0,0.0,,,,,,
7724346528,2023,moscow city,72.19,,,,,,,8.0,1.0,0.0,0.0,,,,,,
2461048262,2023,krasnoyarsk,46.43,12294.0,402.0,3500.0,544.0,2582.0,,2.0,1.0,1.0,0.0,214.0,,-11806.0,488.0,428.0,
3805731383,2023,irkutsk,52.21.24,,,0.0,,,,6.0,1.0,1.0,0.0,,,,,,
4205153492,2023,kemerovo,35.13,8879638.0,236097.0,11483724.0,5820990.0,3842713.0,13273302.0,15.0,1.0,1.0,0.0,144053.0,0.0,-10843727.0,-2391598.0,209480.0,13177681.0
6234192299,2023,ryazan,25.62,,,,,,,3.0,1.0,0.0,0.0,,,,,,
1655405835,2023,tatarstan,88.99,0.0,0.0,194.0,,212.0,,5.0,1.0,1.0,0.0,194.0,,0.0,,0.0,
3662190077,2023,voronezh,26.30,18078.0,9078.0,23913.0,14857.0,9056.0,,10.0,1.0,1.0,0.0,14315.0,,-7904.0,10174.0,10108.0,
3801138670,2023,irkutsk,43.22,0.0,-8.0,84.0,84.0,0.0,,7.0,1.0,1.0,0.0,0.0,,0.0,,0.0,
2618801769,2023,dagestan,47.25.10,140172.0,14486.0,66843.0,24046.0,42797.0,,10.0,1.0,1.0,0.0,20076.0,,-128922.0,11250.0,14486.0,
2634059939,2023,stavropol,68.32.10,,,,,,,19.0,1.0,0.0,0.0,,,,,,
7811616509,2023,sankt-petersburg,31.09,424.0,9.0,1195.0,1170.0,25.0,,7.0,1.0,1.0,0.0,0.0,,-390.0,34.0,34.0,
5501109375,2023,omsk,47.79.30,,,,,,,16.0,1.0,0.0,0.0,,,,,,
1840083519,2023,udmurtia,68.32,,0.0,1044.0,861.0,183.0,,5.0,1.0,1.0,0.0,403.0,,-861.0,-3103.0,0.0,
4345274017,2023,kirov,71.12.61,74815.0,3084.0,42243.0,27102.0,6017.0,,13.0,1.0,1.0,0.0,5015.0,9124.0,-66638.0,8177.0,5647.0,
6330088452,2023,samara,43.39,483.0,172.0,897.0,865.0,32.0,,4.0,1.0,1.0,0.0,237.0,,-279.0,204.0,199.0,
2317082623,2023,sankt-petersburg,49.20,,,,,,,7.0,1.0,0.0,0.0,,,,,,
5959005145,2023,perm,47.99,,,10.0,10.0,,,3.0,1.0,1.0,0.0,,,,,,
5042010761,2023,moscow reg.,01.61,1259.0,-512.0,3129.0,2296.0,833.0,,32.0,1.0,1.0,0.0,277.0,,-1728.0,-469.0,-502.0,
4000006722,2023,kaluga,49.41,10311.0,2.0,12708.0,12.0,11846.0,,0.0,1.0,1.0,0.0,28.0,850.0,-10305.0,6.0,2.0,
9728073402,2023,moscow city,49.41,1445.0,59.0,2348.0,61.0,2133.0,504.0,1.0,1.0,1.0,0.0,476.0,154.0,-1273.0,172.0,89.0,466.0
7734371315,2023,moscow city,96.04,18423.0,26.0,17294.0,4314.0,3525.0,,8.0,1.0,1.0,0.0,735.0,9455.0,-18315.0,108.0,292.0,
5642021451,2023,orenburg,43.31,,-572.0,5939.0,-5515.0,9068.0,,11.0,1.0,1.0,0.0,480.0,2386.0,-560.0,-560.0,-572.0,
5027273526,2023,moscow reg.,46.71,,,,,,,4.0,1.0,0.0,0.0,,,,,,
6002006697,2023,pskov,47.59,53990.0,-1969.0,31464.0,11536.0,18799.0,,23.0,1.0,1.0,0.0,1598.0,1129.0,-54356.0,-366.0,-1969.0,
3702221687,2023,ivanovo,46.69,1425.0,112.0,205.0,205.0,,,4.0,1.0,1.0,0.0,,,-1286.0,139.0,139.0,
7801723734,2023,sankt-petersburg,64.20,,-549.0,5013697.0,-357.0,1641378.0,,0.0,1.0,1.0,0.0,304.0,3372676.0,-1129.0,-1129.0,-458.0,
3304024136,2023,vladimir,68.32.10,12.0,11.0,884.0,884.0,,,9.0,1.0,1.0,0.0,884.0,,,12.0,12.0,
7708131589,2023,moscow city,69.10,683.0,-242.0,33651.0,-2689.0,36340.0,,23.0,1.0,1.0,0.0,265.0,0.0,-572.0,111.0,-242.0,
7811751868,2023,sankt-petersburg,56.10,1495.0,433.0,1107.0,481.0,626.0,,3.0,1.0,1.0,0.0,27.0,0.0,-1040.0,455.0,458.0,
5406537370,2023,novosibirsk,73.10,1061.0,7.0,0.0,-168.0,168.0,,14.0,1.0,1.0,0.0,0.0,,-1043.0,18.0,18.0,
7447292814,2023,chelyabinsk,49.41,162.0,6.0,29.0,16.0,13.0,,4.0,1.0,1.0,0.0,21.0,,-153.0,9.0,8.0,
2015045150,2023,chechnya,41.20,,,,,,,14.0,1.0,0.0,0.0,,,,,,
6627007912,2023,sverdlovsk,68.32.20,,,276.0,276.0,,,27.0,1.0,1.0,0.0,276.0,,,,,
7839481322,2023,sankt-petersburg,64.90,,-825.0,133.0,-3379.0,93.0,,10.0,1.0,1.0,0.0,5.0,3419.0,-629.0,-629.0,-825.0,
5024118748,2023,moscow reg.,01.13,,,12559.0,,1131.0,,12.0,1.0,1.0,0.0,3311.0,,,,,
7447171859,2023,chelyabinsk,68.32.10,2714.0,449.0,3895.0,,1135.0,,13.0,1.0,1.0,0.0,2462.0,,-2184.0,530.0,473.0,
7447287099,2023,chelyabinsk,45.31,,,,,,,4.0,1.0,0.0,0.0,,,,,,
3666153950,2023,voronezh,68.32,0.0,-1165.0,12803.0,4474.0,8326.0,,15.0,1.0,1.0,0.0,0.0,3.0,-1119.0,-1119.0,-1165.0,
5507078268,2023,omsk,62.01,,,10.0,10.0,,,18.0,1.0,1.0,0.0,,,,,,
5259124958,2023,nizhni novgorod,93.29,152.0,-9162.0,85633.0,-53299.0,139209.0,,7.0,1.0,1.0,0.0,6433.0,-277.0,-9458.0,-9306.0,-8927.0,
9726006496,2023,moscow city,43.21,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7734344294,2023,moscow city,46.45,131860.0,4116.0,56987.0,22205.0,20426.0,,9.0,1.0,1.0,0.0,1197.0,14356.0,-123220.0,8640.0,8323.0,
9701075586,2023,moscow city,46.69,19768.0,1506.0,3648.0,1227.0,2421.0,1640.0,6.0,1.0,1.0,0.0,1638.0,,-10403.0,1992.0,1801.0,-598.0
7702448822,2023,moscow city,46.90,,,,,,,5.0,1.0,0.0,0.0,,,,,,
7721749800,2023,moscow city,69,24064.0,2553.0,6817.0,6114.0,704.0,,11.0,1.0,1.0,0.0,4234.0,,-20647.0,3417.0,3323.0,
2312003057,2023,krasnodar,61.20,7213.0,16.0,10640.0,9339.0,1301.0,4280.0,27.0,1.0,1.0,0.0,5894.0,,,-366.0,101.0,4418.0
6673231620,2023,sverdlovsk,68.20,1327.0,19.0,1070.0,950.0,120.0,,12.0,1.0,1.0,0.0,1.0,0.0,-1643.0,-316.0,24.0,
9723170480,2023,moscow city,41.10,,,,,,,1.0,1.0,0.0,0.0,,,,,,
3900006730,2023,kaliningrad,52.29,26417.0,1113.0,6780.0,1123.0,5050.0,,0.0,1.0,1.0,0.0,29.0,607.0,-24953.0,1464.0,1443.0,
